Age,Conference,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
24,East,12/21/2003,1997,8-Jun,Tracy McGrady,GF,2003-2004,2004,6,Orlando Magic,210,0.5
27,West,12/21/2003,1995,11-Jun,Kevin Garnett,PF,2003-2004,2004,8,Minnesota Timberwolves,240,0.5
26,East,12/14/2003,1998,7-Jun,Paul Pierce,SF,2003-2004,2004,5,Boston Celtics,235,0.5
26,West,12/14/2003,1996,10-Jun,Peja Stojakovic,F,2003-2004,2004,5,Sacramento Kings,229,0.5
27,East,12/7/2003,1998,6-Jun,Vince Carter,SF,2003-2004,2004,5,Toronto Raptors,220,0.5
31,West,12/7/2003,1992,1-Jul,Shaquille O'Neal,C,2003-2004,2004,11,Los Angeles Lakers,325,0.5
37,East,11/30/2003,1991,2-Jul,Dikembe Mutombo,C,2003-2004,2004,12,New York Knicks,260,0.5
30,West,11/30/2003,1994,4-Jun,Voshon Lenard,SG,2003-2004,2004,8,Denver Nuggets,205,0.5
27,East,11/23/2003,1997,3-Jun,Chauncey Billups,G,2003-2004,2004,6,Detroit Pistons,210,0.5
27,West,11/23/2003,1995,11-Jun,Kevin Garnett,PF,2003-2004,2004,8,Minnesota Timberwolves,240,0.5
28,East,11/16/2003,1996,Jun-00,Allen Iverson,G,2003-2004,2004,7,Philadelphia Sixers,165,0.5
23,West,11/16/2003,2000,6-Jun,Quentin Richardson,GF,2003-2004,2004,3,Los Angeles Clippers,223,0.5
24,East,11/9/2003,1999,7-Jun,Metta World Peace,SF,2003-2004,2004,4,Indiana Pacers,260,0.5
23,West,11/9/2003,1999,9-Jun,Andrei Kirilenko,PF,2003-2004,2004,2,Utah Jazz,235,0.5
24,East,11/2/2003,1999,3-Jun,Baron Davis,G,2003-2004,2004,4,New Orleans Hornets,215,0.5
24,West,11/2/2003,1998,10-Jun,Rashard Lewis,F,2003-2004,2004,5,Seattle SuperSonics,235,0.5
31,East,4/17/2005,1994,4-Jun,Jason Kidd,PG,2004-2005,2005,10,New Jersey Nets,210,0.5
25,West,4/17/2005,1997,8-Jun,Tracy McGrady,GF,2004-2005,2005,7,Houston Rockets,210,0.5
28,East,4/10/2005,1998,6-Jun,Vince Carter,SF,2004-2005,2005,6,New Jersey Nets,220,0.5
25,West,4/10/2005,1999,3-Jun,Baron Davis,G,2004-2005,2005,5,Golden State Warriors,215,0.5
39,East,4/3/2005,1987,7-Jun,Reggie Miller,SG,2004-2005,2005,17,Indiana Pacers,185,0.5
25,West,4/3/2005,1999,3-Jun,Baron Davis,G,2004-2005,2005,5,Golden State Warriors,215,0.5
29,East,3/27/2005,1996,Jun-00,Allen Iverson,G,2004-2005,2005,8,Philadelphia Sixers,165,0.5
29,West,3/27/2005,1996,5-Jun,Ray Allen,SG,2004-2005,2005,8,Seattle SuperSonics,205,0.5
28,East,3/20/2005,1997,3-Jun,Chauncey Billups,G,2004-2005,2005,7,Detroit Pistons,210,0.5
24,West,3/20/2005,2001,6-Jun,Jason Richardson,GF,2004-2005,2005,3,Golden State Warriors,225,0.5
27,East,3/13/2005,1998,7-Jun,Paul Pierce,SF,2004-2005,2005,6,Boston Celtics,235,0.5
25,West,3/13/2005,1997,8-Jun,Tracy McGrady,GF,2004-2005,2005,7,Houston Rockets,210,0.5
29,East,3/6/2005,1996,Jun-00,Allen Iverson,G,2004-2005,2005,8,Philadelphia Sixers,165,0.5
30,West,3/6/2005,1996,11-Jun,Marcus Camby,C,2004-2005,2005,8,Denver Nuggets,240,0.5
32,East,2/27/2005,1994,8-Jun,Jalen Rose,G,2004-2005,2005,10,Toronto Raptors,210,0.5
26,West,2/27/2005,1998,2-Jun,Mike Bibby,G,2004-2005,2005,6,Sacramento Kings,195,0.5
29,East,2/13/2005,1996,Jun-00,Allen Iverson,G,2004-2005,2005,8,Philadelphia Sixers,165,0.5
31,West,2/13/2005,1996,3-Jun,Steve Nash,G,2004-2005,2005,8,Phoenix Suns,178,0.5
27,East,2/6/2005,1998,7-Jun,Paul Pierce,SF,2004-2005,2005,6,Boston Celtics,235,0.5
25,West,2/6/2005,1997,8-Jun,Tracy McGrady,GF,2004-2005,2005,7,Houston Rockets,210,0.5
28,East,1/30/2005,1998,6-Jun,Vince Carter,SF,2004-2005,2005,6,New Jersey Nets,220,0.5
28,West,1/30/2005,1998,Jul-00,Brad Miller,C,2004-2005,2005,6,Sacramento Kings,261,0.5
20,East,1/23/2005,2003,8-Jun,LeBron James,F,2004-2005,2005,1,Cleveland Cavaliers,250,0.5
27,West,1/23/2005,1999,2-Jun,Jason Terry,G,2004-2005,2005,5,Dallas Mavericks,185,0.5
26,East,1/16/2005,1998,5-Jun,Larry Hughes,G,2004-2005,2005,6,Washington Wizards,184,0.5
25,West,1/16/2005,1997,8-Jun,Tracy McGrady,GF,2004-2005,2005,7,Houston Rockets,210,0.5
20,East,1/9/2005,2003,11-Jun,Chris Bosh,PF,2004-2005,2005,1,Toronto Raptors,235,0.5
33,West,1/9/2005,1993,7-Jun,Bruce Bowen,F,2004-2005,2005,9,San Antonio Spurs,200,0.5
28,East,1/2/2005,1996,2-Jun,Stephon Marbury,G,2004-2005,2005,8,New York Knicks,180,0.5
24,West,1/2/2005,2001,Jul-00,Pau Gasol,FC,2004-2005,2005,3,Memphis Grizzlies,250,0.5
29,East,12/26/2004,1996,Jun-00,Allen Iverson,G,2004-2005,2005,8,Philadelphia Sixers,165,0.5
31,West,12/26/2004,1996,3-Jun,Steve Nash,G,2004-2005,2005,8,Phoenix Suns,178,0.5
32,East,12/19/2004,1992,1-Jul,Shaquille O'Neal,C,2004-2005,2005,12,Miami Heat,325,0.5
26,West,12/19/2004,1999,7-Jun,Shawn Marion,F,2004-2005,2005,5,Phoenix Suns,228,0.5
24,East,12/12/2004,2001,7-Jun,Richard Jefferson,SF,2004-2005,2005,3,New Jersey Nets,233,0.5
22,West,12/12/2004,2002,10-Jun,Amar'e Stoudemire,FC,2004-2005,2005,2,Phoenix Suns,245,0.5
23,East,12/5/2004,2001,3-Jun,Gilbert Arenas,G,2004-2005,2005,3,Washington Wizards,191,0.5
26,West,12/5/2004,1998,Jul-00,Dirk Nowitzki,PF,2004-2005,2005,6,Dallas Mavericks,245,0.5
20,East,11/28/2004,2003,8-Jun,LeBron James,F,2004-2005,2005,1,Cleveland Cavaliers,250,0.5
26,West,11/28/2004,1999,7-Jun,Shawn Marion,F,2004-2005,2005,5,Phoenix Suns,228,0.5
32,East,11/21/2004,1994,8-Jun,Grant Hill,SF,2004-2005,2005,10,Orlando Magic,225,0.5
22,West,11/21/2004,2002,10-Jun,Amar'e Stoudemire,FC,2004-2005,2005,2,Phoenix Suns,245,0.5
20,East,11/14/2004,2003,8-Jun,LeBron James,F,2004-2005,2005,1,Cleveland Cavaliers,250,0.5
29,West,11/14/2004,1996,5-Jun,Ray Allen,SG,2004-2005,2005,8,Seattle SuperSonics,205,0.5
23,East,11/7/2004,2003,4-Jun,Dwyane Wade,SG,2004-2005,2005,1,Miami Heat,220,0.5
28,West,11/7/2004,1995,11-Jun,Kevin Garnett,PF,2004-2005,2005,9,Minnesota Timberwolves,240,0.5
22,East,4/16/2006,2004,3-Jun,Ben Gordon,SG,2005-2006,2006,1,Chicago Bulls,200,0.5
27,West,4/16/2006,1996,6-Jun,Kobe Bryant,SG,2005-2006,2006,9,Los Angeles Lakers,212,0.5
25,East,4/9/2006,2000,5-Jun,Jamal Crawford,SG,2005-2006,2006,5,New York Knicks,195,0.5
23,West,4/9/2006,2002,10-Jun,Chris Wilcox,FC,2005-2006,2006,3,Seattle SuperSonics,235,0.5
21,East,4/2/2006,2003,8-Jun,LeBron James,F,2005-2006,2006,2,Cleveland Cavaliers,250,0.5
25,West,4/2/2006,2002,6-Jul,Yao Ming,C,2005-2006,2006,3,Houston Rockets,310,0.5
21,East,3/26/2006,2003,8-Jun,LeBron James,F,2005-2006,2006,2,Cleveland Cavaliers,250,0.5
25,West,3/26/2006,2001,Jul-00,Pau Gasol,FC,2005-2006,2006,4,Memphis Grizzlies,250,0.5
21,East,3/19/2006,2003,8-Jun,LeBron James,F,2005-2006,2006,2,Cleveland Cavaliers,250,0.5
21,West,3/19/2006,2003,8-Jun,Carmelo Anthony,F,2005-2006,2006,2,Denver Nuggets,240,0.5
28,East,3/12/2006,1998,7-Jun,Paul Pierce,SF,2005-2006,2006,7,Boston Celtics,235,0.5
27,West,3/12/2006,1998,2-Jun,Mike Bibby,G,2005-2006,2006,7,Sacramento Kings,195,0.5
30,East,3/5/2006,1996,Jun-00,Allen Iverson,G,2005-2006,2006,9,Philadelphia Sixers,165,0.5
25,West,3/5/2006,2001,Jul-00,Pau Gasol,FC,2005-2006,2006,4,Memphis Grizzlies,250,0.5
24,East,2/27/2006,2001,3-Jun,Gilbert Arenas,G,2005-2006,2006,4,Washington Wizards,191,0.5
25,West,2/27/2006,2002,6-Jul,Yao Ming,C,2005-2006,2006,3,Houston Rockets,310,0.5
24,East,2/13/2006,2001,3-Jun,Gilbert Arenas,G,2005-2006,2006,4,Washington Wizards,191,0.5
23,West,2/13/2006,2001,2-Jun,Tony Parker,G,2005-2006,2006,4,San Antonio Spurs,185,0.5
21,East,2/6/2006,2003,11-Jun,Chris Bosh,PF,2005-2006,2006,2,Toronto Raptors,235,0.5
20,West,2/6/2006,2005,Jun-00,Chris Paul,PG,2005-2006,2006,0,New Orleans Hornets,175,0.5
21,East,1/30/2006,2003,8-Jun,LeBron James,F,2005-2006,2006,2,Cleveland Cavaliers,250,0.5
26,West,1/30/2006,1999,9-Jun,Elton Brand,PF,2005-2006,2006,6,Los Angeles Clippers,254,0.5
28,East,1/22/2006,1999,7-Jun,Richard Hamilton,SG,2005-2006,2006,6,Detroit Pistons,193,0.5
27,West,1/22/2006,1996,6-Jun,Kobe Bryant,SG,2005-2006,2006,9,Los Angeles Lakers,212,0.5
30,East,1/15/2006,1996,Jun-00,Allen Iverson,G,2005-2006,2006,9,Philadelphia Sixers,165,0.5
29,West,1/15/2006,1995,11-Jun,Kevin Garnett,PF,2005-2006,2006,10,Minnesota Timberwolves,240,0.5
30,East,1/8/2006,1998,2-Jun,Mike James,G,2005-2006,2006,4,Toronto Raptors,188,0.5
32,West,1/8/2006,1996,3-Jun,Steve Nash,G,2005-2006,2006,9,Phoenix Suns,178,0.5
24,East,1/1/2006,2003,4-Jun,Dwyane Wade,SG,2005-2006,2006,2,Miami Heat,220,0.5
27,West,1/1/2006,1999,7-Jun,Shawn Marion,F,2005-2006,2006,6,Phoenix Suns,228,0.5
29,East,12/26/2005,1998,6-Jun,Vince Carter,SF,2005-2006,2006,7,New Jersey Nets,220,0.5
27,West,12/26/2005,1996,6-Jun,Kobe Bryant,SG,2005-2006,2006,9,Los Angeles Lakers,212,0.5
24,East,12/19/2005,2001,7-Jun,Joe Johnson,SG,2005-2006,2006,4,Atlanta Hawks,240,0.5
27,West,12/19/2005,1996,6-Jun,Kobe Bryant,SG,2005-2006,2006,9,Los Angeles Lakers,212,0.5
30,East,12/12/2005,1996,Jun-00,Allen Iverson,G,2005-2006,2006,9,Philadelphia Sixers,165,0.5
26,West,12/12/2005,1999,9-Jun,Elton Brand,PF,2005-2006,2006,6,Los Angeles Clippers,254,0.5
24,East,12/5/2005,2003,4-Jun,Dwyane Wade,SG,2005-2006,2006,2,Miami Heat,220,0.5
26,West,12/5/2005,1999,3-Jun,Baron Davis,G,2005-2006,2006,6,Golden State Warriors,215,0.5
23,East,11/28/2005,2001,7-Jun,Gerald Wallace,F,2005-2006,2006,4,Charlotte Bobcats,220,0.5
32,West,11/28/2005,1996,3-Jun,Steve Nash,G,2005-2006,2006,9,Phoenix Suns,178,0.5
21,East,11/21/2005,2003,8-Jun,LeBron James,F,2005-2006,2006,2,Cleveland Cavaliers,250,0.5
26,West,11/21/2005,1999,9-Jun,Elton Brand,PF,2005-2006,2006,6,Los Angeles Clippers,254,0.5
24,East,11/14/2005,2001,3-Jun,Gilbert Arenas,G,2005-2006,2006,4,Washington Wizards,191,0.5
31,West,11/14/2005,1996,11-Jun,Marcus Camby,C,2005-2006,2006,9,Denver Nuggets,240,0.5
22,East,11/7/2005,2003,Jun-00,T.J. Ford,PG,2005-2006,2006,2,Milwaukee Bucks,165,0.5
27,West,11/7/2005,1996,6-Jun,Kobe Bryant,SG,2005-2006,2006,9,Los Angeles Lakers,212,0.5
23,East,4/15/2007,2004,3-Jun,Ben Gordon,SG,2006-2007,2007,2,Chicago Bulls,200,0.5
27,West,4/15/2007,1997,8-Jun,Tracy McGrady,GF,2006-2007,2007,9,Houston Rockets,210,0.5
24,East,4/8/2007,2001,7-Jun,Gerald Wallace,F,2006-2007,2007,5,Charlotte Bobcats,220,0.5
30,West,4/8/2007,1997,11-Jun,Tim Duncan,FC,2006-2007,2007,9,San Antonio Spurs,250,0.5
22,East,4/1/2007,2003,11-Jun,Chris Bosh,PF,2006-2007,2007,3,Toronto Raptors,235,0.5
26,West,4/1/2007,2002,6-Jul,Yao Ming,C,2006-2007,2007,4,Houston Rockets,310,0.5
24,East,3/25/2007,2001,7-Jun,Gerald Wallace,F,2006-2007,2007,5,Charlotte Bobcats,220,0.5
28,West,3/25/2007,1996,6-Jun,Kobe Bryant,SG,2006-2007,2007,10,Los Angeles Lakers,212,0.5
33,East,3/18/2007,1994,4-Jun,Jason Kidd,PG,2006-2007,2007,12,New Jersey Nets,210,0.5
28,West,3/18/2007,1996,6-Jun,Kobe Bryant,SG,2006-2007,2007,10,Los Angeles Lakers,212,0.5
22,East,3/11/2007,2003,8-Jun,LeBron James,F,2006-2007,2007,3,Cleveland Cavaliers,250,0.5
29,West,3/11/2007,1999,6-Jun,Manu Ginobili,SG,2006-2007,2007,4,San Antonio Spurs,205,0.5
22,East,3/4/2007,2004,10-Jun,Al Jefferson,FC,2006-2007,2007,2,Boston Celtics,289,0.5
24,West,3/4/2007,2004,7-Jun,Kevin Martin,SG,2006-2007,2007,2,Sacramento Kings,199,0.5
30,East,2/25/2007,1998,6-Jun,Vince Carter,SF,2006-2007,2007,8,New Jersey Nets,220,0.5
24,West,2/25/2007,2002,10-Jun,Amar'e Stoudemire,FC,2006-2007,2007,4,Phoenix Suns,245,0.5
25,East,2/11/2007,2003,4-Jun,Dwyane Wade,SG,2006-2007,2007,3,Miami Heat,220,0.5
22,West,2/11/2007,2003,8-Jun,Carmelo Anthony,F,2006-2007,2007,3,Denver Nuggets,240,0.5
25,East,2/4/2007,2003,4-Jun,Dwyane Wade,SG,2006-2007,2007,3,Miami Heat,220,0.5
27,West,2/4/2007,2001,11-Jun,Mehmet Okur,FC,2006-2007,2007,4,Utah Jazz,249,0.5
23,East,1/28/2007,2004,3-Jun,Ben Gordon,SG,2006-2007,2007,2,Chicago Bulls,200,0.5
33,West,1/28/2007,1996,3-Jun,Steve Nash,G,2006-2007,2007,10,Phoenix Suns,178,0.5
26,East,1/21/2007,2002,7-Jun,Caron Butler,SF,2006-2007,2007,4,Washington Wizards,228,0.5
33,West,1/21/2007,1996,3-Jun,Steve Nash,G,2006-2007,2007,10,Phoenix Suns,178,0.5
25,East,1/14/2007,2003,4-Jun,Dwyane Wade,SG,2006-2007,2007,3,Miami Heat,220,0.5
28,West,1/14/2007,1998,Jul-00,Dirk Nowitzki,PF,2006-2007,2007,8,Dallas Mavericks,245,0.5
25,East,1/7/2007,2001,3-Jun,Gilbert Arenas,G,2006-2007,2007,5,Washington Wizards,191,0.5
30,West,1/7/2007,1995,11-Jun,Kevin Garnett,PF,2006-2007,2007,11,Minnesota Timberwolves,240,0.5
27,East,12/31/2006,2000,6-Jun,Michael Redd,G,2006-2007,2007,6,Milwaukee Bucks,220,0.5
26,West,12/31/2006,2003,7-Jun,Josh Howard,GF,2006-2007,2007,3,Dallas Mavericks,210,0.5
24,East,12/24/2006,2003,1-Jun,Mo Williams,G,2006-2007,2007,3,Milwaukee Bucks,198,0.5
26,West,12/24/2006,2003,7-Jun,Josh Howard,GF,2006-2007,2007,3,Dallas Mavericks,210,0.5
25,East,12/17/2006,2001,3-Jun,Gilbert Arenas,G,2006-2007,2007,5,Washington Wizards,191,0.5
25,West,12/17/2006,2002,9-Jun,Carlos Boozer,PF,2006-2007,2007,4,Utah Jazz,266,0.5
25,East,12/10/2006,2001,3-Jun,Gilbert Arenas,G,2006-2007,2007,5,Washington Wizards,191,0.5
33,West,12/10/2006,1996,3-Jun,Steve Nash,G,2006-2007,2007,10,Phoenix Suns,178,0.5
27,East,12/3/2006,2000,6-Jun,Michael Redd,G,2006-2007,2007,6,Milwaukee Bucks,220,0.5
22,West,12/3/2006,2003,8-Jun,Carmelo Anthony,F,2006-2007,2007,3,Denver Nuggets,240,0.5
21,East,11/26/2006,2004,11-Jun,Dwight Howard,C,2006-2007,2007,2,Orlando Magic,265,0.5
22,West,11/26/2006,2003,8-Jun,Carmelo Anthony,F,2006-2007,2007,3,Denver Nuggets,240,0.5
22,East,11/19/2006,2003,8-Jun,LeBron James,F,2006-2007,2007,3,Cleveland Cavaliers,250,0.5
28,West,11/19/2006,1998,Jul-00,Dirk Nowitzki,PF,2006-2007,2007,8,Dallas Mavericks,245,0.5
25,East,11/12/2006,2001,7-Jun,Joe Johnson,SG,2006-2007,2007,5,Atlanta Hawks,240,0.5
26,West,11/12/2006,2002,6-Jul,Yao Ming,C,2006-2007,2007,4,Houston Rockets,310,0.5
31,East,11/6/2006,1996,Jun-00,Allen Iverson,G,2006-2007,2007,10,Philadelphia Sixers,165,0.5
25,West,11/6/2006,2002,9-Jun,Carlos Boozer,PF,2006-2007,2007,4,Utah Jazz,266,0.5
31,East,4/13/2008,1995,11-Jun,Kevin Garnett,PF,2007-2008,2008,12,Boston Celtics,240,0.5
32,West,4/13/2008,1996,Jun-00,Allen Iverson,G,2007-2008,2008,11,Denver Nuggets,165,0.5
26,East,4/6/2008,2001,7-Jun,Joe Johnson,SG,2007-2008,2008,6,Atlanta Hawks,240,0.5
29,West,4/6/2008,1996,6-Jun,Kobe Bryant,SG,2007-2008,2008,11,Los Angeles Lakers,212,0.5
27,East,3/30/2008,2001,6-Jun,Jason Richardson,GF,2007-2008,2008,6,Charlotte Bobcats,225,0.5
23,West,3/30/2008,2003,8-Jun,Carmelo Anthony,F,2007-2008,2008,4,Denver Nuggets,240,0.5
31,East,3/23/2008,1995,11-Jun,Kevin Garnett,PF,2007-2008,2008,12,Boston Celtics,240,0.5
22,West,3/23/2008,2005,Jun-00,Chris Paul,PG,2007-2008,2008,2,New Orleans Hornets,175,0.5
31,East,3/16/2008,1998,9-Jun,Antawn Jamison,F,2007-2008,2008,9,Washington Wizards,235,0.5
25,West,3/16/2008,2002,10-Jun,Amar'e Stoudemire,FC,2007-2008,2008,5,Phoenix Suns,245,0.5
27,East,3/9/2008,2001,6-Jun,Jason Richardson,GF,2007-2008,2008,6,Charlotte Bobcats,225,0.5
28,West,3/9/2008,1997,8-Jun,Tracy McGrady,GF,2007-2008,2008,10,Houston Rockets,210,0.5
31,East,3/2/2008,1999,3-Jun,Andre Miller,PG,2007-2008,2008,8,Philadelphia Sixers,200,0.5
29,West,3/2/2008,1996,6-Jun,Kobe Bryant,SG,2007-2008,2008,11,Los Angeles Lakers,212,0.5
23,East,2/24/2008,2003,8-Jun,LeBron James,F,2007-2008,2008,4,Cleveland Cavaliers,250,0.5
30,West,2/24/2008,1999,6-Jun,Manu Ginobili,SG,2007-2008,2008,5,San Antonio Spurs,205,0.5
31,East,2/10/2008,1999,3-Jun,Andre Miller,PG,2007-2008,2008,8,Philadelphia Sixers,200,0.5
25,West,2/10/2008,2002,10-Jun,Amar'e Stoudemire,FC,2007-2008,2008,5,Phoenix Suns,245,0.5
28,East,2/3/2008,2000,10-Jun,Hedo Turkoglu,F,2007-2008,2008,7,Orlando Magic,220,0.5
31,West,2/3/2008,1998,Jul-00,Brad Miller,C,2007-2008,2008,9,Sacramento Kings,261,0.5
28,East,1/27/2008,2000,10-Jun,Hedo Turkoglu,F,2007-2008,2008,7,Orlando Magic,220,0.5
23,West,1/27/2008,2004,10-Jun,Al Jefferson,FC,2007-2008,2008,3,Minnesota Timberwolves,289,0.5
25,East,1/20/2008,2001,7-Jun,Gerald Wallace,F,2007-2008,2008,6,Charlotte Bobcats,220,0.5
28,West,1/20/2008,1999,3-Jun,Baron Davis,G,2007-2008,2008,8,Golden State Warriors,215,0.5
